well_API14,operator,ENVBasin,Formation,prob_exceeds_breakeven,expected_profit_USD,pred_central_p50,band_low_calibrated,band_high_calibrated,actual_boe,is_labelled,rank_by_probability,recommended_top10pct
33025006060000,Marathon Oil,WILLISTON,BAKKEN,0.926,4328306.0,118208.0,-8597.0,206432.0,119304.0,True,1,True
33025006320000,"Continental Resources, Inc",WILLISTON,BAKKEN,0.926,4047258.0,111181.0,-9020.0,218148.0,211470.0,True,2,True
33025006330000,Marathon Oil,WILLISTON,BAKKEN,0.926,3760657.0,104016.0,-8490.0,214027.0,210417.0,True,3,True
33025006380000,"Continental Resources, Inc",WILLISTON,BAKKEN,0.926,3961665.0,109042.0,-9460.0,213948.0,152461.0,True,4,True
33025006460000,Marathon Oil,WILLISTON,BAKKEN,0.926,2757300.0,78932.0,-9376.0,118629.0,73701.0,True,5,True
33025006500000,Marathon Oil,WILLISTON,BAKKEN,0.926,5005503.0,135138.0,-8915.0,217745.0,166392.0,True,6,True
33025006580000,Marathon Oil,WILLISTON,BAKKEN,0.926,2858602.0,81465.0,-8448.0,132813.0,73863.0,True,7,True
33025006780000,"Continental Resources, Inc",WILLISTON,BAKKEN,0.926,3680607.0,102015.0,-9691.0,204467.0,150054.0,True,8,True
33025006790000,Marathon Oil,WILLISTON,BAKKEN,0.926,3355758.0,93894.0,-8463.0,131436.0,67099.0,True,9,True
33025006880000,Marathon Oil,WILLISTON,BAKKEN,0.926,4186242.0,114656.0,-9407.0,227012.0,169645.0,True,10,True
33025006920000,Marathon Oil,WILLISTON,BAKKEN,0.926,3836130.0,105903.0,-8675.0,208459.0,105660.0,True,11,True
33025006990000,Marathon Oil,WILLISTON,BAKKEN,0.926,3575169.0,99379.0,-8966.0,171628.0,178425.0,True,12,True
33025007000000,Marathon Oil,WILLISTON,BAKKEN,0.926,5331500.0,143287.0,-8696.0,231385.0,191786.0,True,13,True
33025007310000,"Continental Resources, Inc",WILLISTON,BAKKEN,0.926,4270609.0,116765.0,-10129.0,201073.0,151922.0,True,14,True
33025007340000,"Continental Resources, Inc",WILLISTON,BAKKEN,0.926,4400475.0,120012.0,-9267.0,241244.0,258146.0,True,15,True
33025007360000,ConocoPhillips Company/Burlington Resources,WILLISTON,BAKKEN,0.926,4690694.0,127267.0,-9959.0,230220.0,49646.0,True,16,True
33025007450000,"Continental Resources, Inc",WILLISTON,BAKKEN,0.926,3342138.0,93553.0,-9510.0,210824.0,84314.0,True,17,True
33025007470000,Marathon Oil,WILLISTON,BAKKEN,0.926,4086502.0,112163.0,-8698.0,200225.0,124610.0,True,18,True
33025007600000,Marathon Oil,WILLISTON,BAKKEN,0.926,3132139.0,88303.0,-8070.0,171456.0,161278.0,True,19,True
33025007920000,Marathon Oil,WILLISTON,BAKKEN,0.926,3567841.0,99196.0,-8218.0,182076.0,53853.0,True,20,True
33025007970000,Marathon Oil,WILLISTON,BAKKEN,0.926,4169471.0,114237.0,-8360.0,219032.0,100014.0,True,21,True
33025008040000,Marathon Oil,WILLISTON,BAKKEN,0.926,4167423.0,114186.0,-9913.0,209905.0,219120.0,True,22,True
33025008060000,Marathon Oil,WILLISTON,BAKKEN,0.926,5276174.0,141904.0,-8661.0,227744.0,131276.0,True,23,True
33025008150000,Marathon Oil,WILLISTON,BAKKEN,0.926,3663825.0,101596.0,-9956.0,212583.0,246662.0,True,24,True
33025008190000,"Continental Resources, Inc",WILLISTON,BAKKEN,0.926,3095658.0,87391.0,-9035.0,160804.0,42756.0,True,25,True
33025008300000,Marathon Oil,WILLISTON,BAKKEN,0.926,4433818.0,120845.0,-7885.0,204467.0,147321.0,True,26,True
33025009880000,Marathon Oil,WILLISTON,BAKKEN,0.926,2890260.0,82257.0,-9161.0,101863.0,73838.0,True,27,True
33025011020000,"Continental Resources, Inc",WILLISTON,BAKKEN,0.926,3713609.0,102840.0,-8617.0,140656.0,92368.0,True,28,True
33025011040000,"Continental Resources, Inc",WILLISTON,BAKKEN,0.926,3331442.0,93286.0,-8516.0,144830.0,97343.0,True,29,True
33025013950000,QEP Energy Company,WILLISTON,BAKKEN,0.926,2675382.0,76885.0,-8719.0,134129.0,43369.0,True,30,True
33025015540000,Marathon Oil,WILLISTON,BAKKEN,0.926,3963930.0,109098.0,-9206.0,148518.0,109085.0,True,31,True
33025015550000,Marathon Oil,WILLISTON,BAKKEN,0.926,3910938.0,107773.0,-9457.0,147095.0,96398.0,True,32,True
33025015810000,ConocoPhillips Company/Burlington Resources,WILLISTON,BAKKEN,0.926,4102169.0,112554.0,-9208.0,138260.0,,False,33,True
33025016180000,"Continental Resources, Inc",WILLISTON,BAKKEN,0.926,4161403.0,114035.0,-9363.0,182988.0,157686.0,True,34,True
33025017470000,Hess Corporation,WILLISTON,BAKKEN,0.926,3626096.0,100652.0,-9154.0,139848.0,94832.0,True,35,True
33053028620000,ConocoPhillips Company/Burlington Resources,WILLISTON,BAKKEN,0.926,2997131.0,84928.0,-9332.0,174074.0,91035.0,True,36,True
33053028910000,ConocoPhillips Company/Burlington Resources,WILLISTON,BAKKEN,0.926,2325077.0,68127.0,-9115.0,112630.0,55967.0,True,37,True
33053029980000,"Grayson Mill Operating, LLC",WILLISTON,BAKKEN,0.926,3078433.0,86961.0,-10459.0,140664.0,,False,38,True
33053032080000,ConocoPhillips Company/Burlington Resources,WILLISTON,BAKKEN,0.926,3395743.0,94894.0,-8826.0,216552.0,241106.0,True,39,True
33053034740000,Kodiak Oil & Gas Corp,WILLISTON,BAKKEN,0.926,1772594.0,54315.0,-9689.0,105002.0,27271.0,True,40,True
33053035100000,ConocoPhillips Company/Burlington Resources,WILLISTON,BAKKEN,0.926,2722275.0,78057.0,-9596.0,173530.0,70007.0,True,41,True
33053035110000,Statoil Oil & Gas LP,WILLISTON,BAKKEN,0.926,2065923.0,61648.0,-9221.0,118636.0,34797.0,True,42,True
33053037890000,Statoil Oil & Gas LP,WILLISTON,BAKKEN,0.926,3396007.0,94900.0,-9965.0,167695.0,154124.0,True,43,True
33053041330000,Statoil Oil & Gas LP,WILLISTON,BAKKEN,0.926,1751502.0,53788.0,-9920.0,143400.0,36091.0,True,44,True
33053042280000,Newfield Exploration,WILLISTON,BAKKEN,0.926,3325466.0,93137.0,-10914.0,153243.0,,False,45,True
33053043480000,ConocoPhillips Company/Burlington Resources,WILLISTON,BAKKEN,0.926,2249587.0,66240.0,-10298.0,102350.0,57242.0,True,46,True
33053048570000,ConocoPhillips Company/Burlington Resources,WILLISTON,BAKKEN,0.926,3239601.0,90990.0,-9289.0,150118.0,99959.0,True,47,True
33053049030000,Newfield Exploration,WILLISTON,BAKKEN,0.926,4092162.0,112304.0,-9679.0,157353.0,,False,48,True
33053049560000,Newfield Exploration,WILLISTON,BAKKEN,0.926,3646204.0,101155.0,-9319.0,140753.0,100289.0,True,49,True
33053051250000,Newfield Exploration,WILLISTON,BAKKEN,0.926,3166896.0,89172.0,-9249.0,137567.0,94983.0,True,50,True
33053051410000,Newfield Exploration,WILLISTON,BAKKEN,0.926,3970400.0,109260.0,-10368.0,159236.0,,False,51,True
33053051430000,Newfield Exploration,WILLISTON,BAKKEN,0.926,3241847.0,91046.0,-10089.0,189577.0,,False,52,True
33053052290000,Newfield Exploration,WILLISTON,BAKKEN,0.926,3646560.0,101164.0,-10564.0,141428.0,98171.0,True,53,True
33053052750000,Newfield Exploration,WILLISTON,BAKKEN,0.926,3761129.0,104028.0,-9326.0,146118.0,,False,54,True
33053052760000,Newfield Exploration,WILLISTON,BAKKEN,0.926,3521074.0,98027.0,-8407.0,157046.0,,False,55,True
33053052870000,Newfield Exploration,WILLISTON,BAKKEN,0.926,2598088.0,74952.0,-11155.0,141228.0,,False,56,True
33053052880000,Newfield Exploration,WILLISTON,BAKKEN,0.926,3313085.0,92827.0,-9427.0,169364.0,,False,57,True
33053055200000,ConocoPhillips Company/Burlington Resources,WILLISTON,BAKKEN,0.926,3845670.0,106142.0,-10102.0,194040.0,159919.0,True,58,True
33053083070000,XTO Energy/ExxonMobil,WILLISTON,BAKKEN,0.926,4335411.0,118385.0,-9654.0,223496.0,,False,59,True
33053086500000,XTO Energy/ExxonMobil,WILLISTON,BAKKEN,0.926,3697176.0,102429.0,-10969.0,217759.0,199736.0,True,60,True
33061005470000,Marathon Oil,WILLISTON,BAKKEN,0.926,2721972.0,78049.0,-8288.0,141744.0,109995.0,True,61,True
33061008490000,Marathon Oil,WILLISTON,BAKKEN,0.926,5445730.0,146143.0,-8722.0,261643.0,252622.0,True,62,True
33061011350000,Marathon Oil,WILLISTON,BAKKEN,0.926,3691068.0,102277.0,-9960.0,152605.0,121625.0,True,63,True
33061017120000,Whiting Petroleum,WILLISTON,BAKKEN,0.926,946555.0,33664.0,-9577.0,87670.0,22566.0,True,64,True
33061023340000,WPX Energy,WILLISTON,BAKKEN,0.926,3048787.0,86220.0,-9854.0,116848.0,86327.0,True,65,True
33053049540000,Newfield Exploration,WILLISTON,BAKKEN,0.917,3532907.0,98323.0,-9258.0,161809.0,151856.0,True,66,True
33025006360000,Marathon Oil,WILLISTON,BAKKEN,0.912,4236091.0,115902.0,-9959.0,202002.0,132351.0,True,67,True
33025006480000,"Continental Resources, Inc",WILLISTON,BAKKEN,0.912,2910275.0,82757.0,-10419.0,175720.0,124012.0,True,68,True
33025006490000,Marathon Oil,WILLISTON,BAKKEN,0.912,3633100.0,100827.0,-9932.0,185724.0,189617.0,True,69,True
33025007490000,Marathon Oil,WILLISTON,BAKKEN,0.912,4336108.0,118403.0,-7915.0,198086.0,124266.0,True,70,True
33025007610000,Marathon Oil,WILLISTON,BAKKEN,0.912,2883294.0,82082.0,-8855.0,223374.0,238872.0,True,71,True
33025008070000,Marathon Oil,WILLISTON,BAKKEN,0.912,3073974.0,86849.0,-10006.0,169888.0,136325.0,True,72,True
33025008100000,Marathon Oil,WILLISTON,BAKKEN,0.912,3943240.0,108581.0,-8523.0,193175.0,80325.0,True,73,True
33025010430000,"Continental Resources, Inc",WILLISTON,BAKKEN,0.912,3151747.0,88794.0,-9375.0,129416.0,87589.0,True,74,True
33025012610000,"Continental Resources, Inc",WILLISTON,	THREE FORKS,0.912,3858140.0,106453.0,-8809.0,176751.0,118480.0,True,75,True
33025016100000,Marathon Oil,WILLISTON,BAKKEN,0.912,2443107.0,71078.0,-8814.0,111228.0,82202.0,True,76,True
33025016960000,Marathon Oil,WILLISTON,BAKKEN,0.912,2710030.0,77751.0,-9491.0,104815.0,77498.0,True,77,True
33025018550000,Marathon Oil,WILLISTON,BAKKEN,0.912,3891950.0,107299.0,-10300.0,152955.0,138570.0,True,78,True
33025027380000,Enerplus Resources (USA) Corporation,WILLISTON,BAKKEN,0.912,2730606.0,78265.0,-9765.0,132703.0,60356.0,True,79,True
33025028660000,ConocoPhillips Company/Burlington Resources,WILLISTON,BAKKEN,0.912,4072217.0,111805.0,-10220.0,152885.0,141754.0,True,80,True
33053028350000,ConocoPhillips Company/Burlington Resources,WILLISTON,BAKKEN,0.912,1760804.0,54020.0,-10699.0,111683.0,93353.0,True,81,True
33053030830000,Marathon Oil,WILLISTON,SANISH,0.912,2099584.0,62490.0,-9756.0,124931.0,61706.0,True,82,True
33053031740000,ConocoPhillips Company/Burlington Resources,WILLISTON,BAKKEN,0.912,3507288.0,97682.0,-9595.0,180693.0,110804.0,True,83,True
33053032500000,ConocoPhillips Company/Burlington Resources,WILLISTON,BAKKEN,0.912,3522235.0,98056.0,-12115.0,169371.0,115643.0,True,84,True
33053032580000,Marathon Oil,WILLISTON,BAKKEN,0.912,2607564.0,75189.0,-9531.0,118582.0,75192.0,True,85,True
33053032610000,"Grayson Mill Operating, LLC",WILLISTON,BAKKEN,0.912,3821054.0,105526.0,-10277.0,147126.0,107662.0,True,86,True
33053033230000,"Grayson Mill Operating, LLC",WILLISTON,BAKKEN,0.912,2917772.0,82944.0,-10193.0,142306.0,97520.0,True,87,True
33053033430000,Statoil Oil & Gas LP,WILLISTON,BAKKEN,0.912,2394131.0,69853.0,-10400.0,138697.0,19405.0,True,88,True
33053034550000,Statoil Oil & Gas LP,WILLISTON,BAKKEN,0.912,2516210.0,72905.0,-9270.0,123154.0,12255.0,True,89,True
33053036640000,Statoil Oil & Gas LP,WILLISTON,BAKKEN,0.912,3730501.0,103263.0,-9741.0,150010.0,,False,90,True
33053039300000,Newfield Exploration,WILLISTON,BAKKEN,0.912,3983198.0,109580.0,-10479.0,160932.0,,False,91,True
33053040360000,Statoil Oil & Gas LP,WILLISTON,BAKKEN,0.912,2360661.0,69017.0,-10185.0,124314.0,91438.0,True,92,True
33053041350000,Statoil Oil & Gas LP,WILLISTON,BAKKEN,0.912,2091638.0,62291.0,-9303.0,148586.0,19130.0,True,93,True
33053042480000,Statoil Oil & Gas LP,WILLISTON,BAKKEN,0.912,3432171.0,95804.0,-10012.0,145236.0,,False,94,True
33053042490000,Statoil Oil & Gas LP,WILLISTON,BAKKEN,0.912,2943060.0,83577.0,-10276.0,138970.0,,False,95,True
33053045580000,ConocoPhillips Company/Burlington Resources,WILLISTON,BAKKEN,0.912,3930720.0,108268.0,-8674.0,157926.0,111795.0,True,96,True
33053045810000,Statoil Oil & Gas LP,WILLISTON,BAKKEN,0.912,3526312.0,98158.0,-9959.0,198404.0,207299.0,True,97,True
33053045990000,Statoil Oil & Gas LP,WILLISTON,BAKKEN,0.912,1939470.0,58487.0,-9303.0,106049.0,65957.0,True,98,True
33053047110000,"G3 Operating, LLC.",WILLISTON,SANISH,0.912,3514098.0,97852.0,-9964.0,213555.0,227340.0,True,99,True
33053047410000,QEP Energy Company,WILLISTON,BAKKEN,0.912,3525661.0,98142.0,-8668.0,158023.0,147584.0,True,100,True
33053047420000,QEP Energy Company,WILLISTON,BAKKEN,0.912,3824708.0,105618.0,-8460.0,165978.0,105598.0,True,101,True
33053048220000,Newfield Exploration,WILLISTON,BAKKEN,0.912,992642.0,34816.0,-9965.0,79643.0,,False,102,True
33053048240000,Newfield Exploration,WILLISTON,BAKKEN,0.912,1340641.0,43516.0,-9965.0,106700.0,,False,103,True
33053048680000,QEP Energy Company,WILLISTON,BAKKEN,0.912,3771183.0,104280.0,-8318.0,144815.0,141836.0,True,104,True
33053050440000,Statoil Oil & Gas LP,WILLISTON,BAKKEN,0.912,3735422.0,103386.0,-9388.0,129403.0,108212.0,True,105,True
33053050890000,Newfield Exploration,WILLISTON,BAKKEN,0.912,2100805.0,62520.0,-9565.0,152951.0,,False,106,True
33053050900000,Newfield Exploration,WILLISTON,BAKKEN,0.912,3748400.0,103710.0,-9716.0,136884.0,,False,107,True
33053051860000,Statoil Oil & Gas LP,WILLISTON,BAKKEN,0.912,2729568.0,78239.0,-9545.0,153240.0,,False,108,True
33053052650000,Newfield Exploration,WILLISTON,BAKKEN,0.912,3996606.0,109915.0,-11521.0,176552.0,,False,109,True
33053053990000,Hess Corporation,WILLISTON,BAKKEN,0.912,3254657.0,91366.0,-9530.0,139996.0,19891.0,True,110,True
33053054010000,Hess Corporation,WILLISTON,BAKKEN,0.912,3889826.0,107246.0,-10184.0,160488.0,91469.0,True,111,True
33053055040000,ConocoPhillips Company/Burlington Resources,WILLISTON,BAKKEN,0.912,3510163.0,97754.0,-10188.0,174339.0,159273.0,True,112,True
33053059730000,QEP Energy Company,WILLISTON,BAKKEN,0.912,3769939.0,104248.0,-8415.0,153356.0,107162.0,True,113,True
33053059740000,QEP Energy Company,WILLISTON,BAKKEN,0.912,4059758.0,111494.0,-8155.0,147015.0,120875.0,True,114,True
33053059750000,QEP Energy Company,WILLISTON,BAKKEN,0.912,4031459.0,110786.0,-8155.0,145246.0,99494.0,True,115,True
33053060620000,Newfield Exploration,WILLISTON,BAKKEN,0.912,2956075.0,83902.0,-9254.0,151754.0,,False,116,True
33053060640000,Newfield Exploration,WILLISTON,BAKKEN,0.912,3348104.0,93703.0,-11085.0,206495.0,,False,117,True
33053061180000,Hess Corporation,WILLISTON,BAKKEN,0.912,3870727.0,106768.0,-9512.0,162321.0,111282.0,True,118,True
33053061200000,Hess Corporation,WILLISTON,BAKKEN,0.912,4048129.0,111203.0,-9606.0,160272.0,37498.0,True,119,True
33053061710000,Newfield Exploration,WILLISTON,BAKKEN,0.912,2475845.0,71896.0,-10646.0,131677.0,,False,120,True
33053061730000,Newfield Exploration,WILLISTON,BAKKEN,0.912,3259298.0,91482.0,-9262.0,154057.0,,False,121,True
33053063580000,Newfield Exploration,WILLISTON,BAKKEN,0.912,3665254.0,101631.0,-10397.0,131386.0,,False,122,True
33053063590000,Newfield Exploration,WILLISTON,BAKKEN,0.912,4200736.0,115018.0,-10997.0,139724.0,,False,123,True
33053067430000,SM Energy,WILLISTON,BAKKEN,0.912,3372648.0,94316.0,-9591.0,139062.0,,False,124,True
33053070600000,"Continental Resources, Inc",WILLISTON,BAKKEN,0.912,2571464.0,74287.0,-10017.0,157517.0,133184.0,True,125,True
33053072880000,Newfield Exploration,WILLISTON,BAKKEN,0.912,2074005.0,61850.0,-10369.0,94510.0,62365.0,True,126,True
33061018480000,Marathon Oil,WILLISTON,BAKKEN,0.912,3990450.0,109761.0,-9227.0,143809.0,,False,127,True
33061021640000,Statoil Oil & Gas LP,WILLISTON,BAKKEN,0.912,2303305.0,67583.0,-10088.0,113010.0,56308.0,True,128,True
33061021660000,Statoil Oil & Gas LP,WILLISTON,BAKKEN,0.912,2445987.0,71150.0,-9491.0,125732.0,31581.0,True,129,True
33061021670000,Statoil Oil & Gas LP,WILLISTON,BAKKEN,0.912,1815521.0,55388.0,-9642.0,125015.0,26811.0,True,130,True
33061022030000,Hess Corporation,WILLISTON,BAKKEN,0.912,2905991.0,82650.0,-9370.0,167557.0,102788.0,True,131,True
33061022350000,Statoil Oil & Gas LP,WILLISTON,BAKKEN,0.912,2888538.0,82213.0,-9842.0,149528.0,94087.0,True,132,True
33061022360000,Statoil Oil & Gas LP,WILLISTON,BAKKEN,0.912,2641742.0,76044.0,-10073.0,137047.0,55225.0,True,133,True
33061023320000,WPX Energy,WILLISTON,BAKKEN,0.912,3091473.0,87287.0,-9456.0,121292.0,92315.0,True,134,True
33061024110000,WPX Energy,WILLISTON,BAKKEN,0.912,2652833.0,76321.0,-9128.0,113977.0,67253.0,True,135,True
33061024120000,WPX Energy,WILLISTON,BAKKEN,0.912,2757275.0,78932.0,-9223.0,115425.0,94148.0,True,136,True
33061024530000,Marathon Oil,WILLISTON,BAKKEN,0.912,2806863.0,80172.0,-9565.0,103597.0,,False,137,True
33061026150000,Marathon Oil,WILLISTON,BAKKEN,0.912,3011030.0,85276.0,-9377.0,105049.0,,False,138,True
33061030940000,Marathon Oil,WILLISTON,BAKKEN,0.912,2766148.0,79154.0,-9368.0,109528.0,49202.0,True,139,True
33061030950000,Marathon Oil,WILLISTON,BAKKEN,0.912,2788850.0,79721.0,-9582.0,120906.0,67883.0,True,140,True
33105018910000,Statoil Oil & Gas LP,WILLISTON,BAKKEN,0.912,3325439.0,93136.0,-9295.0,120457.0,102630.0,True,141,True
33105019710000,"Grayson Mill Operating, LLC",WILLISTON,BAKKEN,0.912,3338862.0,93472.0,-8729.0,121802.0,94319.0,True,142,True
33105020160000,"Grayson Mill Operating, LLC",WILLISTON,BAKKEN,0.912,3270250.0,91756.0,-8816.0,126126.0,81422.0,True,143,True
33105020930000,Statoil Oil & Gas LP,WILLISTON,BAKKEN,0.912,2423066.0,70577.0,-10214.0,102071.0,71864.0,True,144,True
33105021080000,"Continental Resources, Inc",WILLISTON,BAKKEN,0.912,3884582.0,107115.0,-9959.0,149440.0,121159.0,True,145,True
33105022030000,"Grayson Mill Operating, LLC",WILLISTON,BAKKEN,0.912,2963575.0,84089.0,-9959.0,150153.0,130261.0,True,146,True
33105022270000,"Continental Resources, Inc",WILLISTON,BAKKEN,0.912,4218286.0,115457.0,-9959.0,175944.0,127729.0,True,147,True
33105022840000,Statoil Oil & Gas LP,WILLISTON,BAKKEN,0.912,1722269.0,53057.0,-9675.0,93997.0,54279.0,True,148,True
33105023620000,Statoil Oil & Gas LP,WILLISTON,BAKKEN,0.912,3451500.0,96288.0,-10137.0,129412.0,,False,149,True
33105025350000,Statoil Oil & Gas LP,WILLISTON,BAKKEN,0.912,1544278.0,48607.0,-9959.0,90231.0,52878.0,True,150,True
33105025430000,Statoil Oil & Gas LP,WILLISTON,BAKKEN,0.912,2730281.0,78257.0,-10627.0,105677.0,95440.0,True,151,True
33105028240000,Statoil Oil & Gas LP,WILLISTON,BAKKEN,0.912,2414390.0,70360.0,-8819.0,113476.0,42026.0,True,152,True
33105028260000,Statoil Oil & Gas LP,WILLISTON,BAKKEN,0.912,3095395.0,87385.0,-8823.0,109732.0,87195.0,True,153,True
33105028270000,Statoil Oil & Gas LP,WILLISTON,BAKKEN,0.912,3532514.0,98313.0,-10487.0,126047.0,100847.0,True,154,True
33105032270000,Oasis Petroleum,WILLISTON,BAKKEN,0.912,2964806.0,84120.0,-10545.0,125301.0,,False,155,True
33105038440000,"Continental Resources, Inc",WILLISTON,BAKKEN,0.912,3566620.0,99166.0,-10598.0,198319.0,188639.0,True,156,True
33105040820000,"Continental Resources, Inc",WILLISTON,	THREE FORKS,0.912,2508100.0,72702.0,-10162.0,176539.0,127040.0,True,157,True
42123323740000,ConocoPhillips Company/Burlington Resources,WESTERN GULF,EAGLE FORD,0.912,1693116.0,52328.0,-7249.0,130420.0,61604.0,True,158,True
42123324300000,ConocoPhillips Company/Burlington Resources,WESTERN GULF,EAGLE FORD 2,0.912,2251379.0,66284.0,-6852.0,309048.0,440882.0,True,159,True
42123325050000,ConocoPhillips Company/Burlington Resources,WESTERN GULF,EAGLE FORD,0.912,2105426.0,62636.0,-7321.0,140509.0,110392.0,True,160,True
42123325170000,ConocoPhillips Company/Burlington Resources,WESTERN GULF,EAGLE FORD,0.912,2131075.0,63277.0,-7479.0,191334.0,40904.0,True,161,True
42123325580000,ConocoPhillips Company/Burlington Resources,WESTERN GULF,EAGLE FORD,0.912,2199305.0,64983.0,-7479.0,231602.0,244091.0,True,162,True
42123325940000,ConocoPhillips Company/Burlington Resources,WESTERN GULF,EAGLE FORD 2,0.912,2045908.0,61148.0,-8070.0,131921.0,120386.0,True,163,True
42123326310000,ConocoPhillips Company/Burlington Resources,WESTERN GULF,EAGLE FORD,0.912,1963582.0,59090.0,-7674.0,182154.0,95434.0,True,164,True
42123326640000,ConocoPhillips Company/Burlington Resources,WESTERN GULF,EAGLE FORD,0.912,2075054.0,61876.0,-7208.0,161834.0,111933.0,True,165,True
42123327000000,ConocoPhillips Company/Burlington Resources,WESTERN GULF,EAGLE FORD 2,0.912,2132755.0,63319.0,-7230.0,135545.0,,False,166,True
42123327140000,ConocoPhillips Company/Burlington Resources,WESTERN GULF,EAGLE FORD,0.912,1723153.0,53079.0,-7884.0,172443.0,178987.0,True,167,True
42123327520000,ConocoPhillips Company/Burlington Resources,WESTERN GULF,EAGLE FORD,0.912,2154756.0,63869.0,-7530.0,172986.0,61735.0,True,168,True
42123327740000,ConocoPhillips Company/Burlington Resources,WESTERN GULF,EAGLE FORD,0.912,2248656.0,66216.0,-6866.0,157281.0,,False,169,True
42123328140000,ConocoPhillips Company/Burlington Resources,WESTERN GULF,EAGLE FORD,0.912,2010351.0,60259.0,-6806.0,111349.0,97402.0,True,170,True
42123328210000,ConocoPhillips Company/Burlington Resources,WESTERN GULF,EAGLE FORD,0.912,2007169.0,60179.0,-7391.0,164205.0,,False,171,True
42123328720000,ConocoPhillips Company/Burlington Resources,WESTERN GULF,EAGLE FORD 2,0.912,1990549.0,59764.0,-7843.0,135740.0,,False,172,True
42123329440000,ConocoPhillips Company/Burlington Resources,WESTERN GULF,EAGLE FORD,0.912,2098881.0,62472.0,-8219.0,171864.0,103018.0,True,173,True
42123337620000,BHP Billiton Petroleum,WESTERN GULF,EAGLE FORD,0.912,1601573.0,50039.0,-7616.0,155942.0,28564.0,True,174,True
42123346250000,ConocoPhillips Company/Burlington Resources,WESTERN GULF,EAGLE FORD,0.912,1462424.0,46561.0,-12996.0,121443.0,38121.0,True,175,True
42255318410000,ConocoPhillips Company/Burlington Resources,WESTERN GULF,EAGLE FORD,0.912,1811814.0,55295.0,-8669.0,178694.0,37613.0,True,176,True
42255318590000,ConocoPhillips Company/Burlington Resources,WESTERN GULF,EAGLE FORD,0.912,2249514.0,66238.0,-7226.0,194995.0,170296.0,True,177,True
42255322720000,Plains Exploration & Production Company,WESTERN GULF,EAGLE FORD,0.912,1242950.0,41074.0,-7110.0,129299.0,10977.0,True,178,True
42255323850000,ConocoPhillips Company/Burlington Resources,WESTERN GULF,EAGLE FORD,0.912,1740453.0,53511.0,-7660.0,136106.0,65447.0,True,179,True
42255323890000,ConocoPhillips Company/Burlington Resources,WESTERN GULF,EAGLE FORD,0.912,1445941.0,46149.0,-7164.0,144403.0,27669.0,True,180,True
42255325100000,ConocoPhillips Company/Burlington Resources,WESTERN GULF,EAGLE FORD,0.912,2315605.0,67890.0,-7255.0,144492.0,155592.0,True,181,True
42255326400000,ConocoPhillips Company/Burlington Resources,WESTERN GULF,EAGLE FORD,0.912,1166881.0,39172.0,-8652.0,112873.0,11000.0,True,182,True
42255327820000,ConocoPhillips Company/Burlington Resources,WESTERN GULF,EAGLE FORD,0.912,2167561.0,64189.0,-7842.0,127110.0,89687.0,True,183,True
42255330690000,Marathon Oil,WESTERN GULF,EAGLE FORD,0.912,1561892.0,49047.0,-6954.0,139678.0,26583.0,True,184,True
42255334720000,ConocoPhillips Company/Burlington Resources,WESTERN GULF,EAGLE FORD 2,0.912,2324522.0,68113.0,-7733.0,171700.0,677382.0,True,185,True
42255335730000,ConocoPhillips Company/Burlington Resources,WESTERN GULF,EAGLE FORD 2,0.912,2049171.0,61229.0,-7968.0,124605.0,56881.0,True,186,True
42297348610000,ConocoPhillips Company/Burlington Resources,WESTERN GULF,EAGLE FORD,0.912,1622532.0,50563.0,-6649.0,155862.0,51249.0,True,187,True
42297350080000,ConocoPhillips Company/Burlington Resources,WESTERN GULF,EAGLE FORD,0.912,2063873.0,61597.0,-7709.0,243575.0,437543.0,True,188,True
42297350700000,ConocoPhillips Company/Burlington Resources,WESTERN GULF,PECAN GAP,0.912,2284067.0,67102.0,-6911.0,171729.0,64279.0,True,189,True
42297350970000,ConocoPhillips Company/Burlington Resources,WESTERN GULF,EAGLE FORD,0.912,2183153.0,64579.0,-7072.0,128782.0,115802.0,True,190,True
42297354520000,ConocoPhillips Company/Burlington Resources,WESTERN GULF,EAGLE FORD,0.912,2015860.0,60397.0,-7479.0,147412.0,,False,191,True
33025006100000,Marathon Oil,WILLISTON,BAKKEN,0.906,5300676.0,142517.0,-9235.0,224644.0,213798.0,True,192,True
33025006930000,Marathon Oil,WILLISTON,BAKKEN,0.906,4585588.0,124640.0,-8853.0,192783.0,114891.0,True,193,True
33025008640000,Marathon Oil,WILLISTON,BAKKEN,0.906,2596567.0,74914.0,-9859.0,121346.0,73285.0,True,194,True
33025009900000,Marathon Oil,WILLISTON,BAKKEN,0.906,2604832.0,75121.0,-7845.0,103572.0,73185.0,True,195,True
33053031920000,Marathon Oil,WILLISTON,BAKKEN,0.906,2492169.0,72304.0,-9291.0,107401.0,83105.0,True,196,True
33061010850000,Marathon Oil,WILLISTON,BAKKEN,0.906,4127645.0,113191.0,-9334.0,215429.0,252824.0,True,197,True
33025006470000,Marathon Oil,WILLISTON,BAKKEN,0.898,1992241.0,59806.0,-9136.0,157955.0,64963.0,True,198,True
33025007120000,Marathon Oil,WILLISTON,BAKKEN,0.898,2341351.0,68534.0,-9574.0,99600.0,56345.0,True,199,True
33025007200000,Marathon Oil,WILLISTON,BAKKEN,0.898,3587655.0,99691.0,-9735.0,198088.0,97036.0,True,200,True
